state,district,pathogen,antibiotic,quarter,target_resistance,target_high_risk
Bihar,Patna,Pseudomonas aeruginosa,Gentamicin,2022-09-30,41.5,0
Bihar,Patna,Pseudomonas aeruginosa,Gentamicin,2022-12-31,42.0,0
Bihar,Patna,Pseudomonas aeruginosa,Gentamicin,2023-03-31,41.8,0
Bihar,Patna,Pseudomonas aeruginosa,Gentamicin,2023-06-30,44.2,0
Bihar,Patna,Pseudomonas aeruginosa,Gentamicin,2023-09-30,41.1,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2021-03-31,21.2,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2021-06-30,21.0,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2021-09-30,20.1,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2021-12-31,21.4,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2022-03-31,21.0,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2022-06-30,22.3,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2022-09-30,21.9,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2022-12-31,22.2,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2023-03-31,21.8,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2023-06-30,23.5,0
Bihar,Patna,Pseudomonas aeruginosa,Imipenem,2023-09-30,22.9,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-03-31,25.1,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-06-30,26.4,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-09-30,25.2,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-12-31,25.9,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-03-31,25.7,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-06-30,26.4,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-09-30,26.6,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-12-31,26.6,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2023-03-31,26.7,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2023-06-30,28.2,0
Bihar,Patna,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2023-09-30,26.7,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2021-03-31,53.1,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2021-06-30,57.1,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2021-09-30,52.6,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2021-12-31,56.5,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2022-03-31,57.2,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2022-06-30,57.1,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2022-09-30,57.7,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2022-12-31,57.1,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2023-03-31,56.9,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2023-06-30,59.0,0
Bihar,Patna,Staphylococcus aureus,Ciprofloxacin,2023-09-30,58.8,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2021-03-31,32.5,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2021-06-30,32.4,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2021-09-30,31.7,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2021-12-31,32.9,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2022-03-31,33.5,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2022-06-30,34.9,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2022-09-30,33.3,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2022-12-31,33.9,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2023-03-31,34.2,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2023-06-30,34.9,0
Bihar,Patna,Staphylococcus aureus,Clindamycin,2023-09-30,34.7,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2021-03-31,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2021-06-30,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2021-09-30,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2021-12-31,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2022-03-31,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2022-06-30,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2022-09-30,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2022-12-31,1.0,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2023-03-31,1.1,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2023-06-30,1.1,0
Bihar,Patna,Staphylococcus aureus,Daptomycin,2023-09-30,1.0,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2021-03-31,36.0,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2021-06-30,35.6,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2021-09-30,34.9,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2021-12-31,37.3,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2022-03-31,37.1,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2022-06-30,36.6,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2022-09-30,35.7,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2022-12-31,38.6,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2023-03-31,37.4,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2023-06-30,38.9,0
Bihar,Patna,Staphylococcus aureus,Gentamicin,2023-09-30,38.3,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2021-03-31,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2021-06-30,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2021-09-30,0.8,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2021-12-31,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2022-03-31,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2022-06-30,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2022-09-30,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2022-12-31,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2023-03-31,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2023-06-30,0.9,0
Bihar,Patna,Staphylococcus aureus,Linezolid,2023-09-30,0.9,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2021-03-31,43.4,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2021-06-30,42.9,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2021-09-30,41.2,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2021-12-31,43.0,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2022-03-31,43.3,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2022-06-30,45.6,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2022-09-30,44.3,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2022-12-31,44.7,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2023-03-31,46.9,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2023-06-30,48.3,0
Bihar,Patna,Staphylococcus aureus,Oxacillin,2023-09-30,46.4,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2021-03-31,3.2,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2021-06-30,3.2,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2021-09-30,3.2,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2021-12-31,3.2,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2022-03-31,3.3,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2022-06-30,3.4,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2022-09-30,3.2,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2022-12-31,3.2,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2023-03-31,3.4,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2023-06-30,3.5,0
Bihar,Patna,Staphylococcus aureus,Teicoplanin,2023-09-30,3.3,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2021-03-31,2.0,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2021-06-30,2.1,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2021-09-30,2.0,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2021-12-31,2.1,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2022-03-31,2.1,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2022-06-30,2.1,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2022-09-30,2.1,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2022-12-31,2.2,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2023-03-31,2.2,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2023-06-30,2.3,0
Bihar,Patna,Staphylococcus aureus,Vancomycin,2023-09-30,2.3,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2021-03-31,52.9,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2021-06-30,56.2,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2021-09-30,54.1,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2021-12-31,57.6,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2022-03-31,57.1,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2022-06-30,56.2,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2022-09-30,57.6,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2022-12-31,59.3,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2023-03-31,57.3,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2023-06-30,60.4,0
Maharashtra,Pune,Acinetobacter baumannii,Amikacin,2023-09-30,59.4,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-03-31,53.2,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-06-30,53.4,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-09-30,51.6,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-12-31,53.9,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-03-31,52.7,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-06-30,54.4,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-09-30,52.4,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-12-31,56.7,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-03-31,56.4,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-06-30,59.0,0
Maharashtra,Pune,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-09-30,55.5,0
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2021-03-31,84.7,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2021-06-30,85.8,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2021-09-30,87.8,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2021-12-31,91.2,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2022-03-31,90.7,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2022-06-30,91.7,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2022-09-30,90.7,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2022-12-31,91.2,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2023-03-31,93.8,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2023-06-30,96.6,1
Maharashtra,Pune,Acinetobacter baumannii,Ceftriaxone,2023-09-30,93.9,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2021-03-31,72.4,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2021-06-30,74.6,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2021-09-30,71.7,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2021-12-31,74.6,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2022-03-31,76.3,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2022-06-30,78.6,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2022-09-30,75.3,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2022-12-31,78.8,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2023-03-31,76.5,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2023-06-30,80.5,1
Maharashtra,Pune,Acinetobacter baumannii,Ciprofloxacin,2023-09-30,79.1,1
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2021-03-31,2.2,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2021-06-30,2.2,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2021-09-30,2.1,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2021-12-31,2.3,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2022-03-31,2.2,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2022-06-30,2.3,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2022-09-30,2.2,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2022-12-31,2.4,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2023-03-31,2.3,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2023-06-30,2.4,0
Maharashtra,Pune,Acinetobacter baumannii,Colistin,2023-09-30,2.4,0
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2021-03-31,71.6,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2021-06-30,70.5,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2021-09-30,70.4,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2021-12-31,71.4,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2022-03-31,70.6,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2022-06-30,74.0,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2022-09-30,72.5,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2022-12-31,74.3,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2023-03-31,76.7,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2023-06-30,76.7,1
Maharashtra,Pune,Acinetobacter baumannii,Gentamicin,2023-09-30,76.3,1
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2021-03-31,41.2,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2021-06-30,42.0,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2021-09-30,40.7,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2021-12-31,42.2,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2022-03-31,42.6,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2022-06-30,42.5,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2022-09-30,40.8,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2022-12-31,43.9,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2023-03-31,42.9,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2023-06-30,45.2,0
Maharashtra,Pune,Acinetobacter baumannii,Imipenem,2023-09-30,44.9,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-03-31,67.2,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-06-30,66.9,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-09-30,67.4,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-12-31,68.2,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-03-31,67.4,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-06-30,69.9,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-09-30,68.0,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-12-31,69.9,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2023-03-31,69.9,0
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2023-06-30,72.8,1
Maharashtra,Pune,Acinetobacter baumannii,Piperacillin-Tazobactam,2023-09-30,73.4,1
Maharashtra,Pune,Escherichia coli,Amikacin,2021-03-31,16.0,0
Maharashtra,Pune,Escherichia coli,Amikacin,2021-06-30,16.3,0
Maharashtra,Pune,Escherichia coli,Amikacin,2021-09-30,15.3,0
Maharashtra,Pune,Escherichia coli,Amikacin,2021-12-31,16.2,0
Maharashtra,Pune,Escherichia coli,Amikacin,2022-03-31,16.5,0
Maharashtra,Pune,Escherichia coli,Amikacin,2022-06-30,16.4,0
Maharashtra,Pune,Escherichia coli,Amikacin,2022-09-30,16.5,0
Maharashtra,Pune,Escherichia coli,Amikacin,2022-12-31,17.3,0
Maharashtra,Pune,Escherichia coli,Amikacin,2023-03-31,16.9,0
Maharashtra,Pune,Escherichia coli,Amikacin,2023-06-30,17.8,0
Maharashtra,Pune,Escherichia coli,Amikacin,2023-09-30,17.1,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2021-03-31,35.4,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2021-06-30,34.9,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2021-09-30,34.8,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2021-12-31,36.6,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2022-03-31,35.7,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2022-06-30,37.2,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2022-09-30,35.5,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2022-12-31,38.1,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2023-03-31,36.7,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2023-06-30,39.1,0
Maharashtra,Pune,Escherichia coli,Cefoperazone-Sulbactam,2023-09-30,38.6,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2021-03-31,62.5,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2021-06-30,61.9,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2021-09-30,62.4,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2021-12-31,65.0,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2022-03-31,65.2,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2022-06-30,67.4,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2022-09-30,64.6,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2022-12-31,65.9,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2023-03-31,67.5,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2023-06-30,69.1,0
Maharashtra,Pune,Escherichia coli,Ceftriaxone,2023-09-30,65.7,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2021-03-31,62.4,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2021-06-30,63.3,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2021-09-30,65.0,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2021-12-31,65.2,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2022-03-31,64.6,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2022-06-30,68.8,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2022-09-30,65.4,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2022-12-31,70.0,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2023-03-31,68.7,0
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2023-06-30,72.3,1
Maharashtra,Pune,Escherichia coli,Ciprofloxacin,2023-09-30,70.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2021-03-31,1.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2021-06-30,1.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2021-09-30,1.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2021-12-31,1.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2022-03-31,1.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2022-06-30,1.1,0
Maharashtra,Pune,Escherichia coli,Colistin,2022-09-30,1.0,0
Maharashtra,Pune,Escherichia coli,Colistin,2022-12-31,1.1,0
Maharashtra,Pune,Escherichia coli,Colistin,2023-03-31,1.1,0
Maharashtra,Pune,Escherichia coli,Colistin,2023-06-30,1.1,0
Maharashtra,Pune,Escherichia coli,Colistin,2023-09-30,1.0,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2021-03-31,40.1,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2021-06-30,42.7,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2021-09-30,39.7,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2021-12-31,43.4,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2022-03-31,43.7,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2022-06-30,43.4,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2022-09-30,42.9,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2022-12-31,44.9,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2023-03-31,43.3,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2023-06-30,45.7,0
Maharashtra,Pune,Escherichia coli,Gentamicin,2023-09-30,43.0,0
Maharashtra,Pune,Escherichia coli,Imipenem,2021-03-31,7.7,0
Maharashtra,Pune,Escherichia coli,Imipenem,2021-06-30,7.8,0
Maharashtra,Pune,Escherichia coli,Imipenem,2021-09-30,7.6,0
Maharashtra,Pune,Escherichia coli,Imipenem,2021-12-31,7.9,0
Maharashtra,Pune,Escherichia coli,Imipenem,2022-03-31,7.7,0
Maharashtra,Pune,Escherichia coli,Imipenem,2022-06-30,8.2,0
Maharashtra,Pune,Escherichia coli,Imipenem,2022-09-30,8.0,0
Maharashtra,Pune,Escherichia coli,Imipenem,2022-12-31,8.0,0
Maharashtra,Pune,Escherichia coli,Imipenem,2023-03-31,8.0,0
Maharashtra,Pune,Escherichia coli,Imipenem,2023-06-30,8.5,0
Maharashtra,Pune,Escherichia coli,Imipenem,2023-09-30,7.9,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2021-03-31,28.8,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2021-06-30,29.9,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2021-09-30,29.0,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2021-12-31,30.5,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2022-03-31,29.9,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2022-06-30,29.8,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2022-09-30,30.0,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2022-12-31,30.4,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2023-03-31,30.0,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2023-06-30,31.4,0
Maharashtra,Pune,Escherichia coli,Piperacillin-Tazobactam,2023-09-30,30.0,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2021-03-31,34.9,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2021-06-30,35.2,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2021-09-30,35.8,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2021-12-31,35.5,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2022-03-31,35.2,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2022-06-30,36.7,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2022-09-30,37.0,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2022-12-31,38.1,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2023-03-31,37.2,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2023-06-30,39.8,0
Maharashtra,Pune,Klebsiella pneumoniae,Amikacin,2023-09-30,38.4,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-03-31,51.1,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-06-30,51.5,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-09-30,50.2,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2021-12-31,53.0,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-03-31,51.5,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-06-30,54.4,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-09-30,52.3,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2022-12-31,53.4,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2023-03-31,56.6,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2023-06-30,54.9,0
Maharashtra,Pune,Klebsiella pneumoniae,Cefoperazone-Sulbactam,2023-09-30,55.4,0
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2021-03-31,79.4,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2021-06-30,84.6,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2021-09-30,79.8,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2021-12-31,82.3,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2022-03-31,83.4,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2022-06-30,86.1,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2022-09-30,82.0,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2022-12-31,87.2,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2023-03-31,88.3,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2023-06-30,91.5,1
Maharashtra,Pune,Klebsiella pneumoniae,Ceftriaxone,2023-09-30,89.2,1
Maharashtra,Pune,Klebsiella pneumoniae,Ciprofloxacin,2021-03-31,57.8,0
